onset	duration	sample	type	value	item_value	SatNum
0	0.001953125	1	New Segment	n/a	0	0
780.72265625	0.001953125	399731	Stimulus	S33074	33	0
798.66015625	0.001953125	408915	Stimulus	S33074	33	0
850.74609375	0.001953125	435583	Stimulus	S33074	33	0
892.505859375	0.001953125	456964	Stimulus	S33074	33	0
976.810546875	0.001953125	500128	Stimulus	S33048	19	1
1017.498046875	0.001953125	520960	Stimulus	S33041	12	6
1082.33203125	0.001953125	554155	Stimulus	S33048	19	1
1173.626953125	0.001953125	600898	Stimulus	S33073	32	7
1240.7578125	0.001953125	635269	Stimulus	S33048	19	1
1270.08203125	0.001953125	650283	Stimulus	S33046	17	8
1323.666015625	0.001953125	677718	Stimulus	S33048	19	1
1333.755859375	0.001953125	682884	Stimulus	S33028	5	9
1347.921875	0.001953125	690137	Stimulus	S33048	19	1
1370.77734375	0.001953125	701839	Stimulus	S33041	12	6
1384.423828125	0.001953125	708826	Stimulus	S33048	19	1
1393.5390625	0.001953125	713493	Stimulus	S33046	17	8
1459.8515625	0.001953125	747445	Stimulus	S33048	19	1
1523.767578125	0.001953125	780170	Stimulus	S33073	32	7
1535.6953125	0.001953125	786277	Stimulus	S33048	19	1
1543.802734375	0.001953125	790428	Stimulus	S33028	5	9
1554.224609375	0.001953125	795764	Stimulus	S33074	33	0
1569.849609375	0.001953125	803764	Stimulus	S33074	33	0
1584.23828125	0.001953125	811131	Stimulus	S33030	7	2
1632.876953125	0.001953125	836034	Stimulus	S33041	12	6
1646.798828125	0.001953125	843162	Stimulus	S33030	7	2
1660.533203125	0.001953125	850194	Stimulus	S33028	5	9
1669.025390625	0.001953125	854542	Stimulus	S33030	7	2
1697.390625	0.001953125	869065	Stimulus	S33046	17	8
1707.796875	0.001953125	874393	Stimulus	S33030	7	2
1717.56640625	0.001953125	879395	Stimulus	S33073	32	7
1727.119140625	0.001953125	884286	Stimulus	S33030	7	2
1743.30859375	0.001953125	892575	Stimulus	S33028	5	9
1751.830078125	0.001953125	896938	Stimulus	S33030	7	2
1761.30859375	0.001953125	901791	Stimulus	S33046	17	8
1796.73046875	0.001953125	919927	Stimulus	S33030	7	2
1812.380859375	0.001953125	927940	Stimulus	S33041	12	6
1826.998046875	0.001953125	935424	Stimulus	S33030	7	2
1838.9140625	0.001953125	941525	Stimulus	S33073	32	7
1847.46875	0.001953125	945905	Stimulus	S33074	33	0
1871.390625	0.001953125	958153	Stimulus	S33064	29	3
2103.412109375	0.001953125	1076948	Stimulus	S33046	17	8
2115.97265625	0.001953125	1083379	Stimulus	S33064	29	3
2279.630859375	0.001953125	1167172	Stimulus	S33073	32	7
2329.703125	0.001953125	1192809	Stimulus	S33064	29	3
2339.8671875	0.001953125	1198013	Stimulus	S33028	5	9
2359.677734375	0.001953125	1208156	Stimulus	S33064	29	3
2380.78125	0.001953125	1218961	Stimulus	S33041	12	6
2407.998046875	0.001953125	1232896	Stimulus	S33064	29	3
2425.708984375	0.001953125	1241964	Stimulus	S33046	17	8
2444.07421875	0.001953125	1251367	Stimulus	S33064	29	3
2520.0390625	0.001953125	1290261	Stimulus	S33028	5	9
2587.14453125	0.001953125	1324619	Stimulus	S33064	29	3
2650.59375	0.001953125	1357105	Stimulus	S33073	32	7
2660.11328125	0.001953125	1361979	Stimulus	S33064	29	3
2675.064453125	0.001953125	1369634	Stimulus	S33041	12	6
2688.732421875	0.001953125	1376632	Stimulus	S33074	33	0
2697.669921875	0.001953125	1381208	Stimulus	S33074	33	0
2720.53125	0.001953125	1392913	Stimulus	S33040	11	4
2738.37890625	0.001953125	1402051	Stimulus	S33041	12	6
2831.95703125	0.001953125	1449963	Stimulus	S33040	11	4
2857.400390625	0.001953125	1462990	Stimulus	S33073	32	7
2874.892578125	0.001953125	1471946	Stimulus	S33040	11	4
2887.51953125	0.001953125	1478411	Stimulus	S33028	5	9
2899.66015625	0.001953125	1484627	Stimulus	S33040	11	4
2909.689453125	0.001953125	1489762	Stimulus	S33046	17	8
2924.52734375	0.001953125	1497359	Stimulus	S33040	11	4
2933.3984375	0.001953125	1501901	Stimulus	S33028	5	9
2951.517578125	0.001953125	1511178	Stimulus	S33040	11	4
2965.37109375	0.001953125	1518271	Stimulus	S33041	12	6
2994.3046875	0.001953125	1533085	Stimulus	S33040	11	4
3006.361328125	0.001953125	1539258	Stimulus	S33073	32	7
3015.96484375	0.001953125	1544175	Stimulus	S33040	11	4
3033.884765625	0.001953125	1553350	Stimulus	S33046	17	8
3045.365234375	0.001953125	1559228	Stimulus	S33074	33	0
3060.126953125	0.001953125	1566786	Stimulus	S33074	33	0
3068.580078125	0.001953125	1571114	Stimulus	S33074	33	0
3084.4140625	0.001953125	1579221	Stimulus	S33074	33	0
3093.3203125	0.001953125	1583781	Stimulus	S33074	33	0
3151.072265625	0.001953125	1613350	Stimulus	S33074	33	0
3179.66796875	0.001953125	1627991	Stimulus	S33074	33	0
3201.76953125	0.001953125	1639307	Stimulus	S33074	33	0
3223.005859375	0.001953125	1650180	Stimulus	S33074	33	0
