onset	duration	sample	type	value	item_value	SatNum
0	0.001953125	1	New Segment	n/a	0	0
1805.861328125	0.001953125	924602	Stimulus	S33074	33	0
1816.283203125	0.001953125	929938	Stimulus	S33074	33	0
1873.12109375	0.001953125	959039	Stimulus	S33030	7	1
1913.923828125	0.001953125	979930	Stimulus	S33061	26	6
1929.876953125	0.001953125	988098	Stimulus	S33030	7	1
1937.939453125	0.001953125	992226	Stimulus	S33049	20	7
1946.259765625	0.001953125	996486	Stimulus	S33030	7	1
1981.35546875	0.001953125	1014455	Stimulus	S33029	6	8
1995.03125	0.001953125	1021457	Stimulus	S33030	7	1
2022.236328125	0.001953125	1035386	Stimulus	S33060	25	9
2072.0234375	0.001953125	1060877	Stimulus	S33030	7	1
2089.076171875	0.001953125	1069608	Stimulus	S33059	24	10
2114.77734375	0.001953125	1082767	Stimulus	S33030	7	1
2140.814453125	0.001953125	1096098	Stimulus	S33061	26	6
2167.802734375	0.001953125	1109916	Stimulus	S33030	7	1
2176.04296875	0.001953125	1114135	Stimulus	S33029	6	8
2228.912109375	0.001953125	1141204	Stimulus	S33030	7	1
2243.099609375	0.001953125	1148468	Stimulus	S33049	20	7
2267.314453125	0.001953125	1160866	Stimulus	S33030	7	1
2305.826171875	0.001953125	1180584	Stimulus	S33059	24	10
2335.357421875	0.001953125	1195704	Stimulus	S33030	7	1
2348.46875	0.001953125	1202417	Stimulus	S33060	25	9
2371.734375	0.001953125	1214329	Stimulus	S33074	33	0
2382.79296875	0.001953125	1219991	Stimulus	S33074	33	0
2393.53515625	0.001953125	1225491	Stimulus	S33028	5	2
2402.921875	0.001953125	1230297	Stimulus	S33061	26	6
2415.955078125	0.001953125	1236970	Stimulus	S33028	5	2
2442.240234375	0.001953125	1250428	Stimulus	S33060	25	9
2456.46484375	0.001953125	1257711	Stimulus	S33028	5	2
2465.533203125	0.001953125	1262354	Stimulus	S33029	6	8
2490.3203125	0.001953125	1275045	Stimulus	S33028	5	2
2509.677734375	0.001953125	1284956	Stimulus	S33049	20	7
2519.845703125	0.001953125	1290162	Stimulus	S33028	5	2
2540.365234375	0.001953125	1300668	Stimulus	S33059	24	10
2549.1953125	0.001953125	1305189	Stimulus	S33028	5	2
2558.822265625	0.001953125	1310118	Stimulus	S33060	25	9
2572.015625	0.001953125	1316873	Stimulus	S33028	5	2
2580.859375	0.001953125	1321401	Stimulus	S33029	6	8
2589.41796875	0.001953125	1325783	Stimulus	S33028	5	2
2600.611328125	0.001953125	1331514	Stimulus	S33061	26	6
2620.12890625	0.001953125	1341507	Stimulus	S33028	5	2
2634.94921875	0.001953125	1349095	Stimulus	S33059	24	10
2652.603515625	0.001953125	1358134	Stimulus	S33030	7	1
2661.890625	0.001953125	1362889	Stimulus	S33049	20	7
2686.23046875	0.001953125	1375351	Stimulus	S33064	29	3
2697.111328125	0.001953125	1380922	Stimulus	S33029	6	8
2707.81640625	0.001953125	1386403	Stimulus	S33064	29	3
2731.708984375	0.001953125	1398636	Stimulus	S33074	33	0
2742.912109375	0.001953125	1404372	Stimulus	S33074	33	0
2751.19921875	0.001953125	1408615	Stimulus	S33030	7	1
2760.84765625	0.001953125	1413555	Stimulus	S33061	26	6
2781.765625	0.001953125	1424265	Stimulus	S33030	7	1
2792.29296875	0.001953125	1429655	Stimulus	S33049	20	7
2801.134765625	0.001953125	1434182	Stimulus	S33030	7	1
2810.19921875	0.001953125	1438823	Stimulus	S33029	6	8
2830.708984375	0.001953125	1449324	Stimulus	S33030	7	1
2842.81640625	0.001953125	1455523	Stimulus	S33060	25	9
2853.388671875	0.001953125	1460936	Stimulus	S33030	7	1
2861.89453125	0.001953125	1465291	Stimulus	S33059	24	10
2870.228515625	0.001953125	1469558	Stimulus	S33030	7	1
2881.775390625	0.001953125	1475470	Stimulus	S33061	26	6
2901.35546875	0.001953125	1485495	Stimulus	S33030	7	1
2948.85546875	0.001953125	1509815	Stimulus	S33029	6	8
