onset	duration	sample	type	value	item_value	SatNum
0	0.001953125	1	New Segment	n/a	0	0
241.556640625	0.001953125	123678	Stimulus	S33074	33	0
283.16015625	0.001953125	144979	Stimulus	S33074	33	0
331.369140625	0.001953125	169662	Stimulus	S33044	15	1
502.353515625	0.001953125	257206	Stimulus	S33028	5	6
540.001953125	0.001953125	276482	Stimulus	S33044	15	1
751.005859375	0.001953125	384516	Stimulus	S33049	20	7
804.7109375	0.001953125	412013	Stimulus	S33044	15	1
831.587890625	0.001953125	425774	Stimulus	S33048	19	8
846.759765625	0.001953125	433542	Stimulus	S33044	15	1
904.400390625	0.001953125	463054	Stimulus	S33060	25	9
919.208984375	0.001953125	470636	Stimulus	S33044	15	1
927.32421875	0.001953125	474791	Stimulus	S33040	11	10
938.748046875	0.001953125	480640	Stimulus	S33044	15	1
950.669921875	0.001953125	486744	Stimulus	S33028	5	6
959.041015625	0.001953125	491030	Stimulus	S33044	15	1
967.7578125	0.001953125	495493	Stimulus	S33048	19	8
997.287109375	0.001953125	510612	Stimulus	S33044	15	1
1006.3046875	0.001953125	515229	Stimulus	S33049	20	7
1029.095703125	0.001953125	526898	Stimulus	S33044	15	1
1054.201171875	0.001953125	539752	Stimulus	S33040	11	10
1074.2421875	0.001953125	550013	Stimulus	S33044	15	1
1088.296875	0.001953125	557209	Stimulus	S33060	25	9
1104.275390625	0.001953125	565390	Stimulus	S33074	33	0
1117.154296875	0.001953125	571984	Stimulus	S33074	33	0
1135.185546875	0.001953125	581216	Stimulus	S33029	6	2
1143.537109375	0.001953125	585492	Stimulus	S33028	5	6
1154.453125	0.001953125	591081	Stimulus	S33029	6	2
1163.66796875	0.001953125	595799	Stimulus	S33060	25	9
1180.056640625	0.001953125	604190	Stimulus	S33029	6	2
1188.90234375	0.001953125	608719	Stimulus	S33048	19	8
1199.2890625	0.001953125	614037	Stimulus	S33029	6	2
1209.634765625	0.001953125	619334	Stimulus	S33049	20	7
1220.4609375	0.001953125	624877	Stimulus	S33029	6	2
1228.861328125	0.001953125	629178	Stimulus	S33040	11	10
1240.1953125	0.001953125	634981	Stimulus	S33029	6	2
1256.083984375	0.001953125	643116	Stimulus	S33060	25	9
1267.564453125	0.001953125	648994	Stimulus	S33029	6	2
1276.623046875	0.001953125	653632	Stimulus	S33048	19	8
1291.2421875	0.001953125	661117	Stimulus	S33029	6	2
1303.275390625	0.001953125	667278	Stimulus	S33028	5	6
1312.76953125	0.001953125	672139	Stimulus	S33029	6	2
1326.775390625	0.001953125	679310	Stimulus	S33040	11	10
1338.138671875	0.001953125	685128	Stimulus	S33044	15	1
1347.28125	0.001953125	689809	Stimulus	S33049	20	7
1356.748046875	0.001953125	694656	Stimulus	S33046	17	3
1373.78125	0.001953125	703377	Stimulus	S33048	19	8
1382.248046875	0.001953125	707712	Stimulus	S33046	17	3
1392.615234375	0.001953125	713020	Stimulus	S33049	20	7
1401.103515625	0.001953125	717366	Stimulus	S33046	17	3
1410.73828125	0.001953125	722299	Stimulus	S33060	25	9
1419.939453125	0.001953125	727010	Stimulus	S33046	17	3
1429.162109375	0.001953125	731732	Stimulus	S33028	5	6
1444.423828125	0.001953125	739546	Stimulus	S33046	17	3
1453.76953125	0.001953125	744331	Stimulus	S33040	11	10
1493.916015625	0.001953125	764886	Stimulus	S33046	17	3
1513.71484375	0.001953125	775023	Stimulus	S33048	19	8
1524.095703125	0.001953125	780338	Stimulus	S33046	17	3
1535.43359375	0.001953125	786143	Stimulus	S33060	25	9
1547.91796875	0.001953125	792535	Stimulus	S33046	17	3
1556.28515625	0.001953125	796819	Stimulus	S33040	11	10
1565.03125	0.001953125	801297	Stimulus	S33046	17	3
1573.98828125	0.001953125	805883	Stimulus	S33049	20	7
1585.31640625	0.001953125	811683	Stimulus	S33046	17	3
1597.369140625	0.001953125	817854	Stimulus	S33028	5	6
1628.908203125	0.001953125	834002	Stimulus	S33074	33	0
1646.25390625	0.001953125	842883	Stimulus	S33074	33	0
1656.255859375	0.001953125	848004	Stimulus	S33043	14	4
1672.82421875	0.001953125	856487	Stimulus	S33028	5	6
1685.447265625	0.001953125	862950	Stimulus	S33043	14	4
1696.025390625	0.001953125	868366	Stimulus	S33049	20	7
1715.578125	0.001953125	878377	Stimulus	S33043	14	4
1734.033203125	0.001953125	887826	Stimulus	S33040	11	10
1744.0859375	0.001953125	892973	Stimulus	S33043	14	4
1754.478515625	0.001953125	898294	Stimulus	S33060	25	9
1766.923828125	0.001953125	904666	Stimulus	S33043	14	4
1784.40234375	0.001953125	913615	Stimulus	S33048	19	8
1799.921875	0.001953125	921561	Stimulus	S33043	14	4
1810.796875	0.001953125	927129	Stimulus	S33060	25	9
2448.2734375	0.001953125	1253517	Stimulus	S33043	14	4
2469.6484375	0.001953125	1264461	Stimulus	S33028	5	6
2533.6796875	0.001953125	1297245	Stimulus	S33043	14	4
2574.3671875	0.001953125	1318077	Stimulus	S33040	11	10
2622.560546875	0.001953125	1342752	Stimulus	S33043	14	4
2675.24609375	0.001953125	1369727	Stimulus	S33049	20	7
3118.322265625	0.001953125	1596582	Stimulus	S33043	14	4
3178.33984375	0.001953125	1627311	Stimulus	S33048	19	8
3190.921875	0.001953125	1633753	Stimulus	S33074	33	0
3206.798828125	0.001953125	1641882	Stimulus	S33074	33	0
3317.359375	0.001953125	1698489	Stimulus	S33059	24	5
3332.84765625	0.001953125	1706419	Stimulus	S33049	20	7
